Course ID,Course Title,Ad Campaign Platform,Ad Spend ($),Impressions,Clicks,Landing Page Views,Sign-ups,Conversion Rate (%),Location,Date
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,1051.03,46482,2676,2358,533,22.6,Lagos,18/05/2025
C-1000,Intro to Python,Facebook Ads,779.82,22258,1903,1708,559,32.73,Cairo,17/04/2025
C-1005,Project Management 101,Instagram Stories,280.6,25565,3426,2925,857,29.3,Accra,01/07/2025
C-1003,SQL for Beginners,Instagram Stories,1115.75,35810,4720,3329,1830,54.97,Accra,07/07/2025
C-1002,Data Visualization with Power BI,Facebook Ads,299.71,12473,1764,1587,950,59.86,Abuja,24/06/2025
C-1009,Remote Work Productivity,Google Search,1606.5,45769,5373,4300,1685,39.19,Cape Town,12/05/2025
C-1009,Remote Work Productivity,Google Search,277.23,10379,1373,1298,658,50.69,Cape Town,28/04/2025
C-1004,Digital Marketing Basics,LinkedIn Sponsored,448.69,31118,2146,1897,560,29.52,Lagos,01/06/2025
C-1007,Graphic Design Essentials,Email Blast,383.98,19850,1183,913,290,31.76,Accra,14/05/2025
C-1001,Advanced Excel,LinkedIn Sponsored,811.95,29949,475,334,198,59.28,Cairo,07/05/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,2219.45,46240,2950,2566,737,28.72,Cape Town,13/07/2025
C-1004,Digital Marketing Basics,Instagram Stories,634.79,14055,1687,1218,447,36.7,Cape Town,28/05/2025
C-1001,Advanced Excel,Instagram Stories,275.99,16545,2353,1922,855,44.48,Kigali,02/06/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,733.75,20390,3033,2298,1326,57.7,Lagos,07/06/2025
C-1006,AI for Non-Techies,Facebook Ads,323.96,18988,1805,1494,436,29.18,Lagos,09/07/2025
C-1009,Remote Work Productivity,Instagram Stories,1196.29,49835,2036,1520,777,51.12,Cairo,08/05/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,1921.34,40784,738,695,384,55.25,Johannesburg,11/05/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,1681.34,41690,6223,4626,1658,35.84,Accra,14/05/2025
C-1001,Advanced Excel,Facebook Ads,799.36,42121,4525,3341,1758,52.62,Cairo,26/05/2025
C-1007,Graphic Design Essentials,Email Blast,105.79,3186,131,109,47,43.12,Kigali,17/05/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,104.84,6906,157,144,44,30.56,Kigali,25/06/2025
C-1006,AI for Non-Techies,Google Search,530.18,12510,1681,1578,859,54.44,Accra,23/06/2025
C-1008,UI/UX Fundamentals,Email Blast,657.82,24976,2540,2127,499,23.46,Cairo,25/05/2025
C-1002,Data Visualization with Power BI,Instagram Stories,532.26,17840,1109,848,414,48.82,Cairo,01/07/2025
C-1005,Project Management 101,Instagram Stories,111.5,8547,182,137,64,46.72,Nairobi,23/06/2025
C-1002,Data Visualization with Power BI,Instagram Stories,531.9,15785,2038,1678,658,39.21,Kigali,07/07/2025
C-1001,Advanced Excel,Facebook Ads,876.36,26858,3369,2651,1249,47.11,Cairo,14/05/2025
C-1008,UI/UX Fundamentals,Instagram Stories,330.64,9099,431,396,205,51.77,Kigali,10/06/2025
C-1004,Digital Marketing Basics,Instagram Stories,1709.18,39309,5074,4651,2248,48.33,Kigali,18/04/2025
C-1001,Advanced Excel,Google Search,1813.95,45226,4868,4235,1894,44.72,Cape Town,08/05/2025
C-1000,Intro to Python,Email Blast,464.69,41602,1339,1232,676,54.87,Kigali,11/05/2025
C-1009,Remote Work Productivity,Facebook Ads,616.25,15507,1947,1425,476,33.4,Cape Town,29/05/2025
C-1004,Digital Marketing Basics,Instagram Stories,1319.45,43548,1415,1279,681,53.24,Nairobi,02/07/2025
C-1002,Data Visualization with Power BI,Facebook Ads,195.56,3971,43,33,14,42.42,Cairo,16/04/2025
C-1007,Graphic Design Essentials,Facebook Ads,272.07,8610,847,647,293,45.29,Johannesburg,21/05/2025
C-1008,UI/UX Fundamentals,Instagram Stories,313.03,9890,1178,856,431,50.35,Cape Town,04/07/2025
C-1005,Project Management 101,Email Blast,2124.81,44940,6508,5111,2315,45.29,Abuja,29/05/2025
C-1009,Remote Work Productivity,Google Search,631.16,49645,1208,1128,535,47.43,Abuja,19/05/2025
C-1001,Advanced Excel,Email Blast,1100.76,33069,1724,1512,343,22.69,Abuja,26/05/2025
C-1004,Digital Marketing Basics,LinkedIn Sponsored,141.04,3144,183,156,34,21.79,Johannesburg,22/05/2025
C-1007,Graphic Design Essentials,Google Search,458.28,30143,4409,4154,2076,49.98,Kigali,25/04/2025
C-1001,Advanced Excel,LinkedIn Sponsored,1053.97,45936,5335,3767,786,20.87,Kigali,26/05/2025
C-1000,Intro to Python,LinkedIn Sponsored,754.14,27092,2124,1895,896,47.28,Johannesburg,04/05/2025
C-1001,Advanced Excel,Facebook Ads,864.11,30800,1487,1411,522,37,Johannesburg,10/06/2025
C-1009,Remote Work Productivity,Facebook Ads,45.18,2399,78,70,33,47.14,Kigali,21/06/2025
C-1003,SQL for Beginners,Email Blast,193.65,9252,199,173,79,45.66,Johannesburg,03/07/2025
C-1001,Advanced Excel,Google Search,1781.83,37320,5341,3940,1469,37.28,Johannesburg,10/07/2025
C-1003,SQL for Beginners,Google Search,472.46,22532,1549,1331,477,35.84,Lagos,17/06/2025
C-1004,Digital Marketing Basics,Google Search,201.24,10482,1548,1242,692,55.72,Cairo,02/06/2025
C-1002,Data Visualization with Power BI,Facebook Ads,202.98,8204,326,230,105,45.65,Accra,14/06/2025
C-1000,Intro to Python,Google Search,426.41,24477,3206,2623,1540,58.71,Kigali,17/06/2025
C-1000,Intro to Python,LinkedIn Sponsored,543.84,12419,1634,1461,742,50.79,Lagos,04/07/2025
C-1002,Data Visualization with Power BI,Instagram Stories,560.63,49609,5781,4951,1250,25.25,Nairobi,14/07/2025
C-1001,Advanced Excel,Instagram Stories,942.52,32211,4474,3821,1981,51.85,Kigali,13/06/2025
C-1008,UI/UX Fundamentals,Facebook Ads,1085.93,39906,1054,770,365,47.4,Cape Town,22/04/2025
C-1008,UI/UX Fundamentals,Email Blast,516.45,15519,590,485,109,22.47,Lagos,16/05/2025
C-1008,UI/UX Fundamentals,Instagram Stories,585.81,20767,989,889,288,32.4,Lagos,15/07/2025
C-1000,Intro to Python,Instagram Stories,945.71,32390,376,270,96,35.56,Abuja,27/05/2025
C-1001,Advanced Excel,Instagram Stories,1471.13,33130,3114,2406,1150,47.8,Nairobi,08/05/2025
C-1001,Advanced Excel,Email Blast,313.89,22109,2634,1869,733,39.22,Accra,08/05/2025
C-1001,Advanced Excel,LinkedIn Sponsored,277.69,9270,406,384,98,25.52,Kigali,25/06/2025
C-1006,AI for Non-Techies,Email Blast,417.19,40150,3876,3393,1438,42.38,Cairo,13/06/2025
C-1007,Graphic Design Essentials,Email Blast,820,34131,1901,1576,370,23.48,Abuja,19/04/2025
C-1001,Advanced Excel,Facebook Ads,719.37,46991,688,495,177,35.76,Johannesburg,10/07/2025
C-1006,AI for Non-Techies,Google Search,550.86,30593,2736,2386,1241,52.01,Abuja,07/06/2025
C-1005,Project Management 101,Instagram Stories,1175.32,30720,1027,745,338,45.37,Abuja,23/05/2025
C-1001,Advanced Excel,Instagram Stories,679.98,21483,309,288,63,21.88,Kigali,28/05/2025
C-1004,Digital Marketing Basics,Google Search,1074.02,25530,2789,2559,1242,48.53,Cape Town,20/06/2025
C-1001,Advanced Excel,Facebook Ads,319.54,6978,401,362,84,23.2,Nairobi,21/05/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,261.93,7328,635,574,218,37.98,Accra,13/06/2025
C-1008,UI/UX Fundamentals,Email Blast,61.2,4930,412,363,84,23.14,Kigali,08/06/2025
C-1001,Advanced Excel,LinkedIn Sponsored,524.06,27922,1245,921,505,54.83,Abuja,09/07/2025
C-1000,Intro to Python,Email Blast,825.52,19850,2910,2282,622,27.26,Cairo,04/07/2025
C-1005,Project Management 101,Email Blast,301.96,7789,796,656,276,42.07,Johannesburg,05/06/2025
C-1002,Data Visualization with Power BI,Instagram Stories,1585.98,44039,1848,1753,1034,58.98,Johannesburg,06/05/2025
C-1001,Advanced Excel,Email Blast,268.81,23945,908,790,180,22.78,Kigali,30/04/2025
C-1001,Advanced Excel,Email Blast,752.65,19256,887,723,395,54.63,Johannesburg,09/05/2025
C-1006,AI for Non-Techies,Email Blast,938.09,37763,4304,3470,1174,33.83,Lagos,04/07/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,1462.15,44111,6540,4643,2538,54.66,Lagos,25/04/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,849.71,18909,1350,1189,469,39.44,Kigali,22/06/2025
C-1005,Project Management 101,Google Search,47.17,1400,190,153,47,30.72,Accra,17/04/2025
C-1009,Remote Work Productivity,Instagram Stories,1554.33,44079,6071,4569,2052,44.91,Nairobi,30/04/2025
C-1002,Data Visualization with Power BI,Facebook Ads,2297.67,49560,5582,4091,1989,48.62,Nairobi,29/06/2025
C-1008,UI/UX Fundamentals,Instagram Stories,260.28,15098,530,402,236,58.71,Abuja,28/06/2025
C-1007,Graphic Design Essentials,Google Search,1046.33,23340,3025,2489,743,29.85,Kigali,09/07/2025
C-1004,Digital Marketing Basics,LinkedIn Sponsored,1628.24,48290,3493,2894,994,34.35,Nairobi,03/07/2025
C-1000,Intro to Python,Google Search,227.56,11196,368,293,172,58.7,Lagos,04/05/2025
C-1001,Advanced Excel,Instagram Stories,286.9,18832,1919,1499,763,50.9,Abuja,27/06/2025
C-1007,Graphic Design Essentials,Instagram Stories,527.75,40785,5945,4835,1423,29.43,Abuja,27/06/2025
C-1004,Digital Marketing Basics,Email Blast,652.81,15127,510,423,141,33.33,Nairobi,17/06/2025
C-1005,Project Management 101,Facebook Ads,1116.52,29174,2051,1563,698,44.66,Cairo,30/05/2025
C-1009,Remote Work Productivity,Email Blast,1297.75,32891,1098,814,174,21.38,Cairo,24/06/2025
C-1000,Intro to Python,Instagram Stories,652.45,15451,1590,1301,699,53.73,Lagos,18/04/2025
C-1000,Intro to Python,LinkedIn Sponsored,208.42,14397,1323,1213,342,28.19,Johannesburg,13/06/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,842.25,17745,847,604,249,41.23,Kigali,06/06/2025
C-1001,Advanced Excel,Instagram Stories,71.32,1506,23,16,6,37.5,Abuja,02/05/2025
C-1002,Data Visualization with Power BI,Instagram Stories,150.83,9466,513,424,91,21.46,Johannesburg,17/05/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,1808.29,37616,5571,5243,1058,20.18,Nairobi,20/04/2025
C-1006,AI for Non-Techies,Facebook Ads,1519.86,49630,4937,4527,1728,38.17,Abuja,29/06/2025
C-1000,Intro to Python,Facebook Ads,348.62,31130,2441,2115,541,25.58,Kigali,13/06/2025
C-1009,Remote Work Productivity,Email Blast,1076.09,29133,1547,1355,380,28.04,Abuja,31/05/2025
C-1006,AI for Non-Techies,Facebook Ads,554.25,19973,2911,2106,987,46.87,Abuja,10/06/2025
C-1000,Intro to Python,Google Search,969.9,22284,2931,2181,1040,47.68,Cape Town,25/05/2025
C-1005,Project Management 101,Instagram Stories,235.19,6775,963,838,334,39.86,Nairobi,26/06/2025
C-1003,SQL for Beginners,Email Blast,1395.98,29552,3890,3277,695,21.21,Abuja,02/05/2025
C-1008,UI/UX Fundamentals,Instagram Stories,223.73,6154,655,569,162,28.47,Cairo,27/06/2025
C-1005,Project Management 101,LinkedIn Sponsored,563.59,15520,1010,871,211,24.23,Accra,31/05/2025
C-1001,Advanced Excel,Facebook Ads,905.35,34455,5165,3677,2172,59.07,Johannesburg,25/05/2025
C-1005,Project Management 101,Google Search,949.27,24009,3166,2835,1209,42.65,Johannesburg,06/07/2025
C-1001,Advanced Excel,LinkedIn Sponsored,388.95,10597,1409,1128,373,33.07,Johannesburg,29/04/2025
C-1002,Data Visualization with Power BI,Google Search,1110.04,40478,4982,4436,2302,51.89,Nairobi,27/05/2025
C-1002,Data Visualization with Power BI,Instagram Stories,431.24,42153,5247,3830,1600,41.78,Cape Town,15/04/2025
C-1009,Remote Work Productivity,Instagram Stories,1474.02,38976,2160,1709,612,35.81,Kigali,12/07/2025
C-1005,Project Management 101,Instagram Stories,271.56,10893,701,569,167,29.35,Nairobi,12/05/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,1101.12,29980,1253,900,397,44.11,Cairo,26/05/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,208.46,4681,452,368,129,35.05,Nairobi,29/05/2025
C-1004,Digital Marketing Basics,Instagram Stories,739.3,31260,2584,2118,445,21.01,Lagos,09/06/2025
C-1000,Intro to Python,LinkedIn Sponsored,788.77,25165,1591,1272,549,43.16,Nairobi,01/06/2025
C-1001,Advanced Excel,Email Blast,1599.53,41305,3928,3500,1838,52.51,Abuja,19/05/2025
C-1007,Graphic Design Essentials,Email Blast,402.13,39032,5611,3953,1100,27.83,Lagos,26/06/2025
C-1007,Graphic Design Essentials,Google Search,1810.94,38464,3871,3578,1064,29.74,Kigali,05/07/2025
C-1009,Remote Work Productivity,Email Blast,452.21,32170,593,553,188,34,Accra,01/06/2025
C-1000,Intro to Python,Facebook Ads,680.45,30525,2381,1819,571,31.39,Kigali,22/04/2025
C-1001,Advanced Excel,Google Search,1172.33,34066,4170,3481,1129,32.43,Lagos,24/06/2025
C-1003,SQL for Beginners,Instagram Stories,704.71,47374,5223,4012,1466,36.54,Cape Town,06/06/2025
C-1008,UI/UX Fundamentals,Email Blast,1093.23,35258,1246,1084,295,27.21,Accra,02/05/2025
C-1005,Project Management 101,LinkedIn Sponsored,515.38,25435,2779,2019,861,42.64,Abuja,11/07/2025
C-1006,AI for Non-Techies,Email Blast,741.81,23175,3355,2754,1438,52.21,Lagos,16/06/2025
C-1005,Project Management 101,LinkedIn Sponsored,181.19,5319,85,72,41,56.94,Nairobi,27/05/2025
C-1008,UI/UX Fundamentals,Instagram Stories,840.15,45458,5667,5219,1519,29.11,Cairo,01/05/2025
C-1004,Digital Marketing Basics,Email Blast,2227.82,48430,4626,3713,1989,53.57,Accra,10/05/2025
C-1005,Project Management 101,Email Blast,133.11,6341,377,286,146,51.05,Accra,21/04/2025
C-1005,Project Management 101,Instagram Stories,294.82,21331,2669,2151,1004,46.68,Accra,01/07/2025
C-1009,Remote Work Productivity,Facebook Ads,793.46,47454,4619,3754,1631,43.45,Cairo,16/04/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,355.2,25686,2906,2661,762,28.64,Accra,27/04/2025
C-1008,UI/UX Fundamentals,Instagram Stories,227.03,7124,94,80,35,43.75,Kigali,28/06/2025
C-1000,Intro to Python,LinkedIn Sponsored,739.69,24763,1051,838,366,43.68,Accra,15/07/2025
C-1003,SQL for Beginners,Instagram Stories,612.31,23395,3469,2546,1217,47.8,Johannesburg,20/04/2025
C-1003,SQL for Beginners,Google Search,497.25,10015,700,615,293,47.64,Nairobi,05/05/2025
C-1004,Digital Marketing Basics,Email Blast,252.76,7628,213,154,75,48.7,Lagos,04/06/2025
C-1005,Project Management 101,Google Search,1899.49,41503,2008,1445,338,23.39,Abuja,10/07/2025
C-1002,Data Visualization with Power BI,Google Search,281.52,11633,428,334,97,29.04,Accra,24/06/2025
C-1007,Graphic Design Essentials,Instagram Stories,162.3,3863,76,63,14,22.22,Kigali,23/06/2025
C-1003,SQL for Beginners,Email Blast,1085.05,30111,1286,1073,592,55.17,Cairo,06/06/2025
C-1007,Graphic Design Essentials,Email Blast,600.79,16335,1382,1079,359,33.27,Johannesburg,17/05/2025
C-1004,Digital Marketing Basics,Google Search,1244.92,31737,4734,4097,1733,42.3,Kigali,30/05/2025
C-1009,Remote Work Productivity,Instagram Stories,1443.06,29874,2244,1604,681,42.46,Cairo,03/05/2025
C-1006,AI for Non-Techies,Email Blast,1067.41,33958,1172,1022,286,27.98,Abuja,24/04/2025
C-1002,Data Visualization with Power BI,Email Blast,336.72,14087,331,268,134,50,Accra,30/06/2025
C-1004,Digital Marketing Basics,Instagram Stories,85.67,4419,455,408,232,56.86,Kigali,27/06/2025
C-1008,UI/UX Fundamentals,Email Blast,363.6,7723,508,374,223,59.63,Nairobi,03/06/2025
C-1004,Digital Marketing Basics,Google Search,226.99,6496,556,506,206,40.71,Cairo,30/06/2025
C-1007,Graphic Design Essentials,Google Search,1491.13,34643,778,691,173,25.04,Abuja,16/04/2025
C-1001,Advanced Excel,Instagram Stories,344.07,15551,1858,1629,349,21.42,Kigali,15/05/2025
C-1000,Intro to Python,Facebook Ads,1338.41,28190,1320,1042,244,23.42,Abuja,24/05/2025
C-1008,UI/UX Fundamentals,Google Search,711.34,25507,2232,1732,621,35.85,Abuja,08/06/2025
C-1001,Advanced Excel,Google Search,763.99,25570,2405,1993,1131,56.75,Lagos,24/06/2025
C-1005,Project Management 101,LinkedIn Sponsored,353.85,7493,1115,1017,288,28.32,Accra,30/05/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,158.37,3510,92,83,29,34.94,Cape Town,19/04/2025
C-1002,Data Visualization with Power BI,Instagram Stories,1048.08,47238,6213,5600,2889,51.59,Cape Town,06/05/2025
C-1009,Remote Work Productivity,Facebook Ads,50.8,1344,28,22,5,22.73,Lagos,04/07/2025
C-1004,Digital Marketing Basics,Google Search,649.19,15133,884,834,380,45.56,Abuja,25/04/2025
C-1001,Advanced Excel,Google Search,586.14,19881,567,519,295,56.84,Cairo,15/06/2025
C-1001,Advanced Excel,Google Search,124.29,4129,391,348,93,26.72,Abuja,18/06/2025
C-1009,Remote Work Productivity,Facebook Ads,393.99,30957,2037,1500,520,34.67,Nairobi,11/06/2025
C-1007,Graphic Design Essentials,Email Blast,1282.67,40107,546,400,234,58.5,Lagos,28/06/2025
C-1008,UI/UX Fundamentals,Google Search,1170.08,38686,5617,4539,1473,32.45,Accra,23/06/2025
C-1004,Digital Marketing Basics,Facebook Ads,543.03,29130,2083,1513,690,45.6,Kigali,29/05/2025
C-1003,SQL for Beginners,Instagram Stories,478.22,38399,3714,3203,835,26.07,Accra,29/06/2025
C-1001,Advanced Excel,LinkedIn Sponsored,1758.1,35307,4212,3432,766,22.32,Nairobi,04/07/2025
C-1008,UI/UX Fundamentals,Email Blast,717.26,36656,663,579,343,59.24,Lagos,02/06/2025
C-1006,AI for Non-Techies,Facebook Ads,446.67,31810,951,694,222,31.99,Abuja,29/05/2025
C-1005,Project Management 101,Facebook Ads,878.82,17623,1883,1347,543,40.31,Kigali,10/06/2025
C-1001,Advanced Excel,Google Search,824.82,23596,2924,2496,804,32.21,Nairobi,13/06/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,2235.97,49181,4120,3322,838,25.23,Accra,06/07/2025
C-1000,Intro to Python,Email Blast,639.9,24088,1757,1315,456,34.68,Kigali,29/06/2025
C-1002,Data Visualization with Power BI,Instagram Stories,478.95,45871,5773,5099,2588,50.76,Cape Town,06/07/2025
C-1002,Data Visualization with Power BI,Facebook Ads,200.6,9837,671,550,114,20.73,Cape Town,09/07/2025
C-1000,Intro to Python,Google Search,376.46,20231,2355,1729,716,41.41,Lagos,21/06/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,157.56,3746,43,32,18,56.25,Cairo,26/05/2025
C-1008,UI/UX Fundamentals,Email Blast,864.92,27098,3911,3214,783,24.36,Cape Town,23/06/2025
C-1004,Digital Marketing Basics,Google Search,100.37,3399,250,227,54,23.79,Cairo,14/05/2025
C-1005,Project Management 101,LinkedIn Sponsored,120,4132,128,99,48,48.48,Cairo,08/07/2025
C-1001,Advanced Excel,Instagram Stories,1039.9,25118,1572,1255,481,38.33,Abuja,10/05/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,595.69,26339,3552,3334,1716,51.47,Accra,10/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,2022.69,46355,4929,3989,1204,30.18,Kigali,27/06/2025
C-1008,UI/UX Fundamentals,Facebook Ads,655.78,18479,284,262,100,38.17,Abuja,04/06/2025
C-1001,Advanced Excel,Email Blast,1009.77,29220,2989,2761,1255,45.45,Accra,05/06/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,799.9,20252,391,324,84,25.93,Nairobi,12/06/2025
C-1001,Advanced Excel,LinkedIn Sponsored,301.18,22490,1837,1598,346,21.65,Cairo,14/07/2025
C-1007,Graphic Design Essentials,Instagram Stories,424.54,40493,4465,3205,732,22.84,Accra,07/06/2025
C-1007,Graphic Design Essentials,Instagram Stories,525.5,24038,3459,3059,1044,34.13,Lagos,04/06/2025
C-1005,Project Management 101,Instagram Stories,718.84,41294,2434,2175,1010,46.44,Cairo,13/06/2025
C-1000,Intro to Python,Instagram Stories,240.08,5917,203,147,68,46.26,Kigali,27/06/2025
C-1008,UI/UX Fundamentals,Google Search,2217.72,45525,2144,1512,352,23.28,Lagos,12/05/2025
C-1002,Data Visualization with Power BI,Instagram Stories,1031.76,40817,2096,1870,841,44.97,Lagos,20/04/2025
C-1002,Data Visualization with Power BI,Google Search,221.57,5406,209,152,67,44.08,Kigali,22/04/2025
C-1005,Project Management 101,Email Blast,1271.61,26090,2612,2174,471,21.67,Lagos,11/07/2025
C-1009,Remote Work Productivity,Instagram Stories,376.7,11055,1346,1040,615,59.13,Kigali,27/06/2025
C-1005,Project Management 101,Facebook Ads,1091.18,30094,2754,2442,1281,52.46,Accra,23/05/2025
C-1008,UI/UX Fundamentals,Instagram Stories,475.53,25048,699,548,313,57.12,Kigali,06/06/2025
C-1004,Digital Marketing Basics,Facebook Ads,599.16,17358,1077,870,326,37.47,Lagos,16/06/2025
C-1002,Data Visualization with Power BI,Email Blast,603.28,33705,4787,3638,904,24.85,Abuja,19/04/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,371.67,8717,1169,1007,316,31.38,Cairo,27/06/2025
C-1007,Graphic Design Essentials,Email Blast,302.59,15062,1966,1792,1017,56.75,Cairo,27/06/2025
C-1007,Graphic Design Essentials,Facebook Ads,552.57,14118,1633,1331,714,53.64,Accra,13/05/2025
C-1001,Advanced Excel,Google Search,973.91,30625,3635,3140,850,27.07,Cape Town,23/04/2025
C-1001,Advanced Excel,LinkedIn Sponsored,758.12,45690,6755,6311,1371,21.72,Kigali,01/05/2025
C-1001,Advanced Excel,Email Blast,686.81,37044,1053,928,489,52.69,Cairo,20/06/2025
C-1004,Digital Marketing Basics,Google Search,358.79,11322,915,832,410,49.28,Kigali,12/05/2025
C-1008,UI/UX Fundamentals,Facebook Ads,511.67,15695,1454,1202,383,31.86,Johannesburg,15/05/2025
